abndn,abandon
opng,opening
opngs,openings
opnl,openly
opns,opens
oprt,operate
oprtd,operated
oprts,operates
oprtg,operating
oprz,operation
oprzl,operational
oprzs,operations
oprtr,operator
oprtrs,operators
opnn,opinion
opnns,opinions
oprtnts,opportunities
oprtnt,opportunity
opos,oppose
opsd,opposed
oposs,opposes
opsg,opposing
opst,opposite
oprsv,oppressive
optc,optic
optcl,optical
optml,optimal
optmsm,optimism
optmst,optimist
optmstc,optimistic
optmstcl,optimistically
optmz,optimize
optmm,optimum
opz,option
opzl,optional
opzll,optionally
opzs,options
opulnt,opulent
or,or
orl,oral
orll,orally
ornj,orange
ornjs,oranges
orbt,orbit
orbts,orbits
orcstra,orchestra
orcstras,orchestras
ordel,ordeal
ordels,ordeals
ordr,order
ordrd,ordered
ordrg,ordering
ordrl,orderly
ordrs,orders
ordnrl,ordinarily
ordnr,ordinary
ore,ore
ores,ores
orgn,organ
orgnc,organic
orgncl,organically
orgnsm,organism
orgnzz,organization
orgnzzs,organizations
orgnz,organize
orgnzd,organized
orgnzs,organizes
orgnzg,organizing
orgns,organs
orint,orient
orntz,orientation
orintd,oriented
orjn,origin
orjnl,original
orjnlt,originality
orjnll,originally
orjnt,originate
orjnts,originates
orjnz,origination
orjns,origins
ornm,ornament
ornms,ornaments
ornt,ornate
otr,other
otrss,other's
otrs,others
otrwz,otherwise
out,ought
oc,ounce
our,our
ours,ours
orsvs,ourselves
ot,out
otbrst,outburst
otbrsts,outbursts
otcm,outcome
otcms,outcomes
otdors,outdoors
outr,outer
otgg,outgoing
otlst,outlast
otlt,outlet
otlts,outlets
otlin,outline
otlind,outlined
otlins,outlines
otlk,outlook
otmodd,outmoded
otporg,outpouring
otp,output
otps,outputs
otrjus,outrageous
otrec,outreach
otst,outset
otsid,outside
otsidrs,outsiders
otsmrt,outsmart
otspkn,outspoken
otstndg,outstanding
otwrd,outward
otweg,outweigh
otwt,outwit
otwts,outwits
otwtd,outwitted
otwtg,outwitting
ovl,oval
ovls,ovals
ovn,oven
ovns,ovens
ov,over
oal,overall
ocam,overcame
ocst,overcast
ocm,overcome
ocms,overcomes
ocmg,overcoming
odo,overdo
odg,overdoing
odn,overdone
odu,overdue
oestmt,overestimate
oestmtg,overestimating
oxrt,overexert
oxrtg,overexerting
oxtnd,overextend
oxtnding,overextending
oflo,overflow
ohul,overhaul
ohed,overhead
ojyd,overjoyed
olp,overlap
olod,overload
olodd,overloaded
olk,overlook
olkd,overlooked
olkg,overlooking
onit,overnight
opwr,overpower
opwrg,overpowering
orct,overreact
orid,override
orids,overrides
oridg,overriding
osit,oversight
otrn,overturn
otrnd,overturned
otrng,overturning
ovw,overview
owlm,overwhelm
owlmd,overwhelmed
owlmg,overwhelming
owlms,overwhelms
owrk,overwork
owrkg,overworking
ow,owe
owd,owed
owg,owing
owl,owl
owls,owls
own,own
ond,owned
ownr,owner
ownrs,owners
oxid,oxide
ox,oxygen
pac,pace
pacd,paced
pacs,paces
pcfc,pacific
pcfcz,pacification
pacg,pacing
pk,pack
pkj,package
pkjd,packaged
pkjs,packages
pkjg,packaging
pkd,packed
pakts,packets
pkg,packing
pct,pact
pcts,pacts
pd,pad
pds,pads
pj,page
pjs,pages
pad,paid
pan,pain
panf,painful
panfl,painfully
panls,painless
pans,pains
pant,paint
pantd,painted
pantg,painting
par,pair
pars,pairs
palc,palace
pal,pale
pals,pales
pall,pall
plm,palm
plms,palms
pmpr,pamper
pmprd,pampered
pmprg,pampering
pn,pan
pnl,panel
pnls,panels
pngs,pangs
pnc,panic
pncd,panicked
pncg,panicking
pncs,panics
pns,pans
papr,paper
paprs,papers
prad,parade
prdim,paradigm
prdims,paradigms
prdis,paradise
pdox,paradox
pdoxs,paradoxes
pdoxcl,paradoxical
pgrf,paragraph
pgrfs,paragraphs
prll,parallel
prlls,parallels
prlzd,paralyzed
prlzg,paralyzing
prmtr,parameter
prmtrs,parameters
prafnla,paraphernalia
prcl,parcel
prcld,parceled
prcls,parcels
parnt,parent
parnts,parents
paris,parish
pariss,parishes
parit,parity
prk,park
prks,parks
pards,parodies
pard,parody
prt,part
prsl,partial
parsll,partially
prtcpnt,participant
prtcpnts,participants
prtcpt,participate
prtcptd,participated
prtcptg,participating
prtcpz,participation
prtcls,particles
prtclr,particular
prtclrl,particularly
prtes,parties
prtg,parting
prtz,partition
prtl,partly
prtnr,partner
prtnrs,partners
prtnrzp,partnership
prts,parts
prte,party
ps,pass
psj,passage
psjs,passages
psd,passed
psnjr,passenger
psnjrs,passengers
pss,passes
psg,passing
pz,passion
pznt,passionate
pzntl,passionately
pzs,passions
psv,passive
psvl,passively
psvt,passivity
pst,past
past,paste
pastd,pasted
pasts,pastes
pastg,pasting
pastr,pasture
patt,pat
ptc,patch
ptcd,patched
ptcs,patches
ptcg,patching
ptce,patchy
pat,path
pats,paths
patwa,pathway
patwas,pathways
pasnc,patience
pasnt,patient
pasntl,patiently
pasnts,patients
ptr,patter
ptrn,pattern
ptrns,patterns
pws,pause
pwss,pauses
pwsg,pausing
pav,pave
pavd,paved
paw,paw
paws,paws
pa,pay
pab,payable
pack,paycheck
pag,paying
pam,payment
pams,payments
paof,payoff
parl,payroll
pas,pays
pec,peace
pecf,peaceful
pecfl,peacefully
pek,peak
pekd,peaked
peks,peaks
pculr,peculiar
pdl,pedal
pel,peel
peld,peeled
pelg,peeling
pels,peels
per,peer
perg,peering
pers,peers
pen,pen
pnlts,penalties
pnlt,penalty
pncl,pencil
pncls,pencils
pntrt,penetrate
pntrtd,penetrated
pntrts,penetrates
pntrtg,penetrating
pntrz,penetration
pens,pens
pepl,people
pepls,people's
pepr,pepper
peprs,peppers
pr,per
pcev,perceive
pcevd,perceived
pcevs,perceives
pcevg,perceiving
pcnt,percent
pcntj,percentage
pcpz,perception
pcptv,perceptive
pfct,perfect
pfctd,perfected
pfctg,perfecting
pfcz,perfection
pfczst,perfectionist
pfctl,perfectly
pfort,perforate
pfrm,perform
pfrmnc,performance
pfrmncs,performances
pfrmd,performed
pfrmr,performer
pfrmg,performing
pfrms,performs
pfum,perfume
pfums,perfumes
phps,perhaps
prod,period
prodcll,periodically
prods,periods
prfrl,peripheral
prfrll,peripherally
prisb,perishable
pmnt,permanent
pmntl,permanently
prmet,permeate
prmetd,permeated
prmets,permeates
pmz,permission
pmsv,permissive
pmt,permit
pmts,permits
pmtd,permitted
pmtg,permitting
pptul,perpetual
pplx,perplex
pplxd,perplexed
pplxg,perplexing
psvrnc,perseverance
psvr,persevere
psst,persist
psstd,persisted
psstnc,persistence
psstnt,persistent
psstg,persisting
pssts,persists
prsn,person
prsnl,personal
prsnlt,personality
prsnll,personally
prsnel,personnel
prsns,persons
pspctv,perspective
pspctvs,perspectives
psuad,persuade
psuadd,persuaded
psuadg,persuading
ptnnt,pertinent
pturb,perturb
pturbg,perturbing
pvad,pervade
pvads,pervades
pvasv,pervasive
pvrs,perverse
psmsm,pessimism
psmst,pessimist
psmstc,pessimistic
pet,pet
pets,pets
petg,petting
pete,petty
ptulnt,petulant
fas,phase
fass,phases
fasg,phasing
fnmna,phenomena
fnmnn,phenomenon
flsfcl,philosophical
flsf,philosophy
fon,phone
fongrf,phonograph
fotlctrc,photoelectric
fotgrf,photograph
fotgrfc,photographic
frz,phrase
frzs,phrases
frzg,phrasing
fscl,physical
fscll,physically
fscn,physician
fscs,physics
pino,piano
pinos,pianos
pik,pick
pikd,picked
pikg,picking
piks,picks
pcnc,picnic
pctr,picture
pctrd,pictured
pctrs,pictures
pi,pie
pc,piece
pcs,pieces
perc,pierce
percd,pierced
percg,piercing
pis,pies
pig,pig
pigs,pigs
pil,pile
pild,piled
pils,piles
pilg,piling
pl,pill
pilr,pillar
pls,pills
pilt,pilot
pilts,pilots
pin,pin
pinc,pinch
pincd,pinched
pincg,pinching
pine,pine
pines,pines
pnk,pink
pincl,pinnacle
pincls,pinnacles
pins,pins
piner,pioneer
piners,pioneers
pip,pipe
pips,pipes
pirt,pirate
pirtd,pirated
pirts,pirates
pit,pit
pitc,pitch
pitcd,pitched
ptcr,pitcher
pitcg,pitching
ptes,pities
ptf,pitiful
pits,pits
pte,pity
pvot,pivot
pvtl,pivotal
pvotd,pivoted
pvots,pivots
pzz,pizzazz
plc,place
plcd,placed
plcm,placement
plcs,places
plcid,placid
plcg,placing
plagd,plagued
plagg,plaguing
plan,plain
planl,plainly
plans,plains
pln,plan
plane,plane
planes,planes
plnet,planet
plnets,planets
plnd,planned
plng,planning
plns,plans
plnt,plant
plntd,planted
plntg,planting
plnts,plants
plstr,plaster
plstrd,plastered
plstc,plastic
plstcs,plastics
plat,plate
pltu,plateau
plats,plates
pltfrm,platform
pltr,platter
pltrs,platters
pla,play
plad,played
plar,player
plars,players
plaf,playful
plaflns,playfulness
plag,playing
plas,plays
ple,plea
pled,plead
pledg,pleading
plsnt,pleasant
plsntl,pleasantly
ples,please
plesd,pleased
pless,pleases
plesg,pleasing
plsrb,pleasurable
plsr,pleasure
plsrs,pleasures
plj,pledge
pljd,pledged
pljs,pledges
pljg,pledging
plentf,plentiful
plent,plenty
plirs,pliers
plit,plight
plodg,plodding
plot,plot
plots,plots
plotd,plotted
plotg,plotting
plw,plow
plwd,plowed
plwg,plowing
plws,plows
ply,ploy
plk,pluck
plkd,plucked
plkg,plucking
plg,plug
plgd,plugged
plgg,plugging
plgs,plugs
plum,plum
plums,plums
plnj,plunge
plnjd,plunged
plnjr,plunger
plnjg,plunging
plrl,plural
plrls,plurals
plus,plus
pkt,pocket
pktg,pocketing
pkts,pockets
pom,poem
poms,poems
poet,poet
poetr,poetry
pygnnt,poignant
pnt,point
pntd,pointed
pntg,pointing
pntls,pointless
pnts,points
pys,poise
pysd,poised
pysn,poison
pysnd,poisoned
pysnus,poisonous
pysns,poisons
pok,poke
pokr,poker
poks,pokes
pokg,poking
pol,pole
pols,poles
polc,police
polcm,policeman
plics,policies
polcg,policing
plic,policy
polis,polish
polisd,polished
poliss,polishes
polisg,polishing
polit,polite
politl,politely
pltcl,political
poltcs,politics
plut,pollute
pnd,pond
pndr,ponder
pndrus,ponderous
pnds,ponds
pool,pool
pools,pools
por,poor
porr,poorer
porst,poorest
pp,pop
ppd,popped
ppg,popping
pps,pops
pplr,popular
pplrt,popularity
pplt,populate
pplz,population
pork,pork
port,port
prtbt,portability
prtb,portable
porz,portion
porzs,portions
prtra,portray
prtrad,portrayed
prtras,portrays
ports,ports
pos,pose
posd,posed
poss,poses
posg,posing
posz,position
poszd,positioned
poszg,positioning
poszs,positions
pstv,positive
pstvl,positively
posss,possess
possz,possession
posszs,possessions
psbts,possibilities
psbt,possibility
psb,possible
psbl,possibly
post,post
pstj,postage
postd,posted
postrt,posterity
pstumsl,posthumously
postg,posting
ppon,postpone
pstpnd,postponed
pstpong,postponing
posts,posts
pstur,posture
pot,pot
ptato,potato
ptnc,potency
potnt,potent
potnsl,potential
potnsll,potentially
pots,pots
potd,potted
potr,pottery
pultr,poultry
ponc,pounce
poncd,pounced
poncs,pounces
poncg,pouncing
pond,pound
pondd,pounded
pondg,pounding
ponds,pounds
pour,pour
purd,poured
purg,pouring
purs,pours
pvrt,poverty
pwdr,powder
pwr,power
pwrd,powered
pwrf,powerful
pwrfl,powerfully
pwrls,powerless
pwrs,powers
pctcl,practical
pctcll,practically
pctc,practice
pctcd,practiced
pctcs,practices
pctcg,practicing
prr,prairie
prrs,prairies
praz,praise
prasd,praised
prazs,praises
prazwrt,praiseworthy
prasg,praising
pra,pray
prar,prayer
prars,prayers
pras,prays
prec,preach
precd,preached
precs,preaches
precg,preaching
pcrus,precarious
pcuz,precaution
pcuzs,precautions
prced,precede
prcedd,preceded
pcdnc,precedence
pcdnt,precedent
prceds,precedes
prcedg,preceding
psus,precious
pcpttd,precipitated
pcis,precise
pcisl,precisely
pcz,precision
pccevd,preconceived
pccpzs,preconceptions
pdcm,predicament
pdcms,predicaments
pdict,predict
pdictb,predictable
pdictd,predicted
pdictg,predicting
pdicz,prediction
pdiczs,predictions
pdmnnt,predominant
pdmnt,predominate
pfac,preface
pfr,prefer
pfrb,preferable
pfrbl,preferably
pfrnc,preference
pfrncs,preferences
pfrd,preferred
pfrs,prefers
pgrnnc,pregnancy
pgnnt,pregnant
pjdc,prejudice
pjdcd,prejudiced
pjdcs,prejudices
plmnrs,preliminaries
plmnr,preliminary
pmtur,premature
pmturl,prematurely
prmm,premium
pmms,premiums
pmnz,premonition
pmnzs,premonitions
pocpaz,preoccupation
pocpid,preoccupied
pocpi,preoccupy
pparz,preparation
pparzs,preparations
ppar,prepare
ppard,prepared
ppars,prepares
pparg,preparing
pscrib,prescribe
pscribd,prescribed
pscpz,prescription
pscpzs,prescriptions
psnc,presence
psnt,present
psntb,presentable
psntz,presentation
psntzs,presentations
psntd,presented
psntg,presenting
psntl,presently
psnts,presents
psrv,preserve
psrvd,preserved
psrvs,preserves
psid,preside
psidd,presided
psdnt,president
psdnts,presidents
psids,presides
prs,press
prsd,pressed
prss,presses
prsg,pressing
prsr,pressure
prsrd,pressured
prsrs,pressures
pstij,prestige
psumbl,presumably
psum,presume
psumd,presumed
psmz,presumption
psmtus,presumptuous
ptnd,pretend
ptndd,pretended
ptndg,pretending
ptns,pretense
ptnss,pretenses
ptnzs,pretensions
ptnsus,pretentious
pret,pretty
pval,prevail
pvalg,prevailing
pvals,prevails
pvlnt,prevalent
pvnt,prevent
pvntd,prevented
pvntg,preventing
pvnz,prevention
pvnts,prevents
pvw,preview
pvws,previews
pvus,previous
pvusl,previously
prey,prey
preys,preys
pric,price
pricls,priceless
pricss,prices
prid,pride
prst,priest
primrl,primarily
primr,primary
prim,prime
prmtv,primitive
prnc,prince
prncs,princes
prnces,princess
prncess,princesses
ppal,principal
ppals,principals
ppl,principle
ppld,principled
ppls,principles
prnt,print
prntd,printed
prntr,printer
prntrs,printers
prntg,printing
prnts,prints
prir,prior
prirts,priorities
prirt,priority
prsm,prism
prz,prison
przr,prisoner
przs,prisons
pstn,pristine
privc,privacy
pvt,private
privtl,privately
prvlj,privilege
pvljd,privileged
prvljs,privileges
priz,prize
prizd,prized
prizs,prizes
pbbt,probability
pbb,probable
pbbl,probably
prob,probe
probd,probed
probs,probes
probg,probing
pblm,problem
pblmtc,problematic
pblms,problems
pcedr,procedure
pcedrs,procedures
pced,proceed
pcedg,proceeding
pceds,proceeds
prcs,process
prcsd,processed
prcss,processes
prcsg,processing
prcssr,processor
prcssrs,processors
pcrstnt,procrastinate
pcur,procure
prd,prod
pdgl,prodigal
pduc,produce
pducd,produced
pducs,produces
pducg,producing
pdct,product
pdcz,production
pdctv,productive
pdctvl,productively
pdctvt,productivity
pdcts,products
pfs,profess
pfss,professes
pfz,profession
pfzl,professional
pfzls,professionals
pfzs,professions
prfsr,professor
prfsrs,professors
pfcnc,proficiency
pfcnt,proficient
pfcntl,proficiently
pfil,profile
pfils,profiles
pft,profit
pftbt,profitability
pftb,profitable
pftbl,profitably
pfts,profits
pfond,profound
pfondl,profoundly
pfus,profuse
pfuz,profusion
pgnss,prognosis
pgrm,program
pgrms,programs
pgrs,progress
pgrsd,progressed
pgrss,progresses
pgrsg,progressing
pgrsz,progression
pgrsv,progressive
phbtd,prohibited
phbtv,prohibitive
pjct,project
pjctd,projected
pjctg,projecting
pjcz,projection
pjczs,projections
pjcts,projects
plifrz,proliferation
plifc,prolific
plong,prolong
plongd,prolonged
plongg,prolonging
pmnnc,prominence
pmnnt,prominent
pmnntl,prominently
prms,promise
prmsd,promised
prmss,promises
prmsg,promising
pmot,promote
pmotd,promoted
pmotg,promoting
pmoz,promotion
pmozs,promotions
prmt,prompt
pmptd,prompted
pmptg,prompting
pmptl,promptly
pmpts,prompts
pron,prone
pnnc,pronounce
pnncd,pronounced
pnncz,pronunciation
prof,proof
ppgnda,propaganda
ppel,propel
ppeld,propelled
ppr,proper
pprl,properly
pprts,properties
pprt,property
pporz,proportion
pprzs,proportions
pposl,proposal
ppos,propose
pposd,proposed
pposs,proposes
pprosg,proposing
pposz,proposition
pros,prose
pscuz,prosecution
pspct,prospect
prspctv,prospective
pspcts,prospects
pspr,prosper
prsprt,prosperity
psprus,prosperous
ptct,protect
ptctd,protected
ptctg,protecting
ptcz,protection
ptctv,protective
ptcts,protects
ptst,protest
ptstd,protested
ptstg,protesting
ptocol,protocol
prwd,proud
prwdl,proudly
prv,prove
prvd,proved
prvn,proven
prvs,proves
pvid,provide
pvidd,provided
pvids,provides
pvidg,providing
prvg,proving
pvzs,provisions
pvocz,provocation
pvoctv,provocative
pvok,provoke
prudnc,prudence
prudnt,prudent
prun,prune
prung,pruning
pri,pry
scitr,psychiatry
scljcl,psychological
scljcll,psychologically
sclgst,psychologist
sclg,psychology
pblc,public
pblcz,publication
pblczs,publications
pbls,publish
pblsd,published
pblsr,publisher
pblsg,publishing
pudl,puddle
pudls,puddles
pul,pull
puld,pulled
pule,pulley
pules,pulleys
pulg,pulling
puls,pulls
pulse,pulse
pmp,pump
pmpd,pumped
pmpg,pumping
pun,pun
punc,punch
puncd,punched
puncs,punches
puncg,punching
puns,punish
pnsd,punished
pnss,punishes
pnsg,punishing
pnsm,punishment
pntv,punitive
pupls,pupils
purcs,purchase
purcsd,purchased
purcss,purchases
purcsg,purchasing
pur,pure
purl,purely
prj,purge
prjd,purged
prjg,purging
purfid,purified
purfi,purify
purfig,purifying
purt,purity
prpl,purple
prps,purpose
prpsf,purposeful
prpss,purposes
psu,pursue
psud,pursued
psuss,pursues
psug,pursuing
psut,pursuit
psuts,pursuits
pus,push
pusd,pushed
puss,pushes
pusg,pushing
pt,put
pts,puts
ptg,putting
pzl,puzzle
pzld,puzzled
pzls,puzzles
pzlg,puzzling
prmd,pyramid
prmds,pyramids
qak,quake
qlfcz,qualification
qlfczs,qualifications
qlfid,qualified
qlfrs,qualifiers
qlfis,qualifies
qlfi,qualify
qlts,qualities
qlt,quality
qntts,quantities
qntt,quantity
qntm,quantum
qrl,quarrel
qrld,quarreled
qrlg,quarreling
qrls,quarrels
qrtr,quarter
qrtrs,quarters
qen,queen
qens,queens
qst,quest
q,question
qd,questioned
qg,questioning
qs,questions
qsts,quests
qbl,quibble
qk,quick
qkr,quicker
qkst,quickest
qkl,quickly
qiet,quiet
qietd,quieted
qietr,quieter
qietst,quietest
qietg,quieting
qietl,quietly
qrk,quirk
qrks,quirks
qrke,quirky
qt,quit
qit,quite
qts,quits
qtg,quitting
qz,quiz
qot,quote
qots,quotes
qosnt,quotient
rac,race
racd,raced
racs,races
racg,racing
rk,rack
rkt,racket
radr,radar
radt,radiate
radtd,radiated
radts,radiates
radz,radiation
rdcl,radical
rdcll,radically
rado,radio
radactv,radioactive
rados,radios
rft,raft
rfts,rafts
raj,rage
rajd,raged
rajs,rages
rajg,raging
rad,raid
radd,raided
radg,raiding
rads,raids
ral,rail
rald,railed
ralrd,railroad
ralrds,railroads
rals,rails
ran,rain
rand,rained
rang,raining
rans,rains
rane,rainy
raz,raise
razd,raised
razs,raises
razg,raising
rak,rake
raks,rakes
rales,rallies
rale,rally
ram,ram
rmbl,ramble
rmbld,rambled
rmblg,rambling
rmfczs,ramifications
rmp,ramp
rmpd,ramped
rmpg,ramping
rmps,ramps
rams,rams
rn,ran
rnc,ranch
rncs,ranches
rncr,rancor
rndm,random
rng,rang
rnj,range
rnjs,ranges
rnk,rank
rnkg,ranking
rnks,ranks
rpid,rapid
rpidl,rapidly
rar,rare
rarl,rarely
ratt,rat
rtct,ratchet
rtctd,ratcheted
rtctg,ratcheting
rat,rate
ratd,rated
rats,rates
rtr,rather
ratg,rating
rsnl,rational
razal,rationale
rsnlz,rationalize
rsnll,rationally
ratts,rats
rtl,rattle
rtld,rattled
rtls,rattles
rtlg,rattling
rav,rave
ravd,raved
ravs,raves
ravg,raving
rw,raw
ra,ray
ras,rays
rzr,razor
rzrs,razors
rec,reach
recd,reached
recs,reaches
recg,reaching
ract,react
ractd,reacted
ractg,reacting
racz,reaction
raczs,reactions
ractv,reactive
racts,reacts
red,read
redb,readable
redr,reader
redrs,readers
rded,readied
rdel,readily
rdns,readiness
redg,reading
redgs,readings
reds,reads
rde,ready
rdeg,readying
rafirm,reaffirm
rel,real
relst,realist
relstc,realistic
relstcl,realistically
relts,realities
relt,reality
rlzz,realization
rlzzs,realizations
rlz,realize
rlzd,realized
rlzs,realizes
rlzg,realizing
rell,really
rlm,realm
rem,ream
rep,reap
repd,reaped
repg,reaping
reps,reaps
rer,rear
rerd,reared
rerg,rearing
rsn,reason
rsnb,reasonable
rsnd,reasoned
rsng,reasoning
rsns,reasons
rasurnc,reassurance
rasur,reassure
rasurd,reassured
rsurg,reassuring
rbel,rebel
rbeld,rebelled
rbelg,rebelling
rbeln,rebellion
rbelus,rebellious
rbels,rebels
rbrt,rebirth
rborn,reborn
rbond,rebound
rbld,rebuild
rbldg,rebuilding
rblds,rebuilds
rblt,rebuilt
rcal,recall
rcals,recalls
rcptur,recapture
rcpturd,recaptured
rced,recede
rceds,recedes
rcedg,receding
rcpt,receipt
rcpts,receipts
rcev,receive
rcevd,received
rcevs,receives
rcevg,receiving
rcnt,recent
rcntl,recently
rcptcl,receptacle
rcpz,reception
rcptv,receptive
rcptvt,receptivity
rcrj,recharge
rcpe,recipe
rcpnt,recipient
rcpnts,recipients
rcproct,reciprocate
rcit,recite
rcitd,recited
rcitg,reciting
rkls,reckless
rkn,reckon
rknd,reckoned
rclam,reclaim
rclin,recline
rclind,reclined
rclins,reclines
rcling,reclining
rclus,recluse
rcgnzz,recognition
rcgnzb,recognizable
rcgnz,recognize
rcgnzd,recognized
rcgnzs,recognizes
rcgnzg,recognizing
rclct,recollect
rcmnd,recommend
rcmndz,recommendation
rcmndzs,recommendations
rcmndd,recommended
rcncil,reconcile
rccilz,reconciliation
rcsdr,reconsider
rcstrct,reconstruct
rcrd,record
rcrdd,recorded
rcrdr,recorder
rcrdrs,recorders
rcrdg,recording
rcrdgs,recordings
rcrds,records
rcont,recount
rcors,recourse
rcv,recover
rcvd,recovered
rcvg,recovering
rcvr,recovery
rcret,recreate
rcrets,recreates
rcretg,recreating
rcrez,recreation
rcrmnzs,recriminations
rcrut,recruit
rcrutd,recruited
rctfi,rectify
rctfig,rectifying
rcuprt,recuperate
rcur,recur
rcrnt,recurrent
rd,red
rdrct,redirect
rdrctd,redirected
rdscv,rediscover
rduc,reduce
rducd,reduced
rducs,reduces
rducg,reducing
rducz,reduction
reed,reed
restbls,reestablish
rxmnd,reexamined
rfr,refer
rfrnc,reference
rfrncs,references
rfrndm,referendum
rfral,referral
rfrd,referred
rfrg,referring
rfrs,refers
rfl,refill
rfld,refilled
rflg,refilling
rfls,refills
rfin,refine
rfind,refined
rfinm,refinement
rfinms,refinements
rfins,refines
rfing,refining
rflct,reflect
rflctd,reflected
rflctg,reflecting
rflcz,reflection
rflczs,reflections
rflctv,reflective
rflcts,reflects
rflx,reflex
rflxs,reflexes
rfocs,refocus
rfrm,reform
rfrmd,reformed
rfrmg,reforming
rfrms,reforms
rfrct,refract
rfrctd,refracted
rfrctg,refracting
rfrcts,refracts
rfran,refrain
rfrand,refrained
rfrang,refraining
rfrans,refrains
rfram,reframe
rfres,refresh
rfresd,refreshed
rfress,refreshes
rfresg,refreshing
rfresm,refreshment
rfuj,refuge
rfug,refugee
rfugs,refugees
rfujs,refuges
rfnd,refund
rfndd,refunded
rfndg,refunding
rfnds,refunds
rfrbs,refurbish
rfrbsd,refurbished
rfrbsg,refurbishing
rfus,refuse
rfusd,refused
rfuss,refuses
rfusg,refusing
rgan,regain
rgand,regained
rgang,regaining
rgans,regains
rgrd,regard
rgrdd,regarded
rgrdg,regarding
rgrdls,regardless
rgrds,regards
rgnrt,regenerate
rgnrtd,regenerated
rgnrtg,regenerating
rjn,region
rjnl,regional
rjns,regions
rjstr,register
rgstrd,registered
rgstrg,registering
rgstrs,registers
rjstrz,registration
rgrsd,regressed
rgrt,regret
rgrts,regrets
rgrtd,regretted
rgrtg,regretting
rglr,regular
rglrt,regularity
rglrl,regularly
rgult,regulate
rglts,regulates
rglz,regulation
rglzs,regulations
rhrsl,rehearsal
rhrsls,rehearsals
rhrs,rehearse
rhrsg,rehearsing
ren,reign
rend,reigned
rens,reigns
rnfrc,reinforce
rnfrcd,reinforced
rnfrcm,reinforcement
rnfrcs,reinforces
rnfrcg,reinforcing
rnvnt,reinvent
rnvntg,reinventing
rnvgrt,reinvigorate
rjct,reject
rjctd,rejected
rjctg,rejecting
rjcz,rejection
rjcts,rejects
rjyc,rejoice
rjycg,rejoicing
rjvnt,rejuvenate
rjvnz,rejuvenation
rlat,relate
rlatd,related
rlats,relates
rlatg,relating
rlaz,relation
rlazs,relations
rlazzp,relationship
rlazzps,relationships
rltv,relative
rltvl,relatively
rltvs,relatives
rlx,relax
rlxz,relaxation
rlxd,relaxed
rlxs,relaxes
rlxg,relaxing
rla,relay
rlas,relays
rles,release
rlesd,released
rless,releases
rlesg,releasing
rlgt,relegate
rlgtd,relegated
rlgts,relegates
rlntls,relentless
rlntlsl,relentlessly
rlvnc,relevance
rlvnt,relevant
rlibt,reliability
rlib,reliable
rlinc,reliance
rlint,reliant
rlid,relied
rlef,relief
rlis,relies
rlev,relieve
rlevd,relieved
rlevs,relieves
rlevg,relieving
rljn,religion
rljus,religious
rels,relish
relss,relishes
relsg,relishing
rlctnc,reluctance
rlctnt,reluctant
rlctntl,reluctantly
rli,rely
rlig,relying
rman,remain
rmand,remained
rmang,remaining
rmans,remains
rmrk,remark
rmrkb,remarkable
rmrkbl,remarkably
rmrks,remarks
rmdd,remedied
rmds,remedies
rmd,remedy
rmbr,remember
rmbrd,remembered
rmbrg,remembering
rmbrs,remembers
rmbrnc,remembrance
rmnd,remind
rmndd,reminded
rmndr,reminder
rmndrs,reminders
rmndg,reminding
rmnds,reminds
rmns,reminisce
rmis,remiss
rmnnt,remnant
rmnts,remnants
rmors,remorse
rmorsf,remorseful
rmot,remote
rmotl,remotely
rmvb,removable
rmvl,removal
rmv,remove
rmvd,removed
rmvs,removes
rmvg,removing
rnu,renew
rnul,renewal
rnud,renewed
rnus,renews
rnovz,renovation
rent,rent
rents,rents
rorgnz,reorganize
rornt,reorient
rpar,repair
rpard,repaired
rparg,repairing
rpars,repairs
rpet,repeat
rpetd,repeated
rpetdl,repeatedly
rpetg,repeating
rpets,repeats
rpld,repelled
rprtor,repertory
rptz,repetition
rptzs,repetitions
rptsus,repetitious
rpttv,repetitive
rplc,replace
rplcb,replaceable
rplcd,replaced
rplcm,replacement
rplcs,replaces
rplcg,replacing
rplns,replenish
rplnsd,replenished
rplnsg,replenishing
rplca,replica
rplct,replicate
rplctd,replicated
rplcts,replicates
rplctg,replicating
rplcz,replication
rplid,replied
rplis,replies
rpli,reply
rplig,replying
rprt,report
rprtd,reported
rprtdl,reportedly
rprtr,reporter
rprtg,reporting
rprts,reports
rposz,reposition
rprsnt,represent
rprsntz,representation
rpsntv,representative
rprsnttvs,representatives
rprsntd,represented
rpsntg,representing
rprsnts,represents
rprsd,repressed
rprz,repression
rprev,reprieve
rprevd,reprieved
rprmnd,reprimand
rproc,reproach
rprocd,reproached
rprocs,reproaches
rprocg,reproaching
rpduc,reproduce
rpducd,reproduced
rpducs,reproduces
rpducg,reproducing
rprdcz,reproduction
rpgnnt,repugnant
rplsv,repulsive
rput,repute
rcst,request
rcstd,requested
rcstg,requesting
rcsts,requests
rcir,require
rcird,required
rcirm,requirement
rcirms,requirements
rcirs,requires
rcirg,requiring
rscu,rescue
rscud,rescued
rscus,rescues
rsrc,research
rsrcd,researched
rsrcg,researching
rsmbl,resemble
rsmbls,resembles
rsmblg,resembling
rsnt,resent
rsntf,resentful
rsntm,resentment
rsnts,resents
rsrvz,reservation
rsrvzs,reservations
